ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,TotalProductCost,SalesOrderNumber,SalesAmount
477,20130210,20130222,20130217,20861,1.8663,SO52534,4.99
538,20130210,20130222,20130217,11176,8.0373,SO52535,21.49
480,20130210,20130222,20130217,11176,0.8565,SO52535,2.29
535,20130210,20130222,20130217,26123,9.3463,SO52536,24.99
528,20130210,20130222,20130217,26123,1.8663,SO52536,4.99
217,20130210,20130222,20130217,26123,13.0863,SO52536,34.99
528,20130210,20130222,20130217,21252,1.8663,SO52537,4.99
535,20130210,20130222,20130217,21252,9.3463,SO52537,24.99
535,20130210,20130222,20130217,11176,9.3463,SO52538,24.99
528,20130210,20130222,20130217,11176,1.8663,SO52538,4.99
237,20130210,20130222,20130217,11176,38.4923,SO52538,49.99
478,20130210,20130222,20130217,22055,3.7363,SO52539,9.99
477,20130210,20130222,20130217,22055,1.8663,SO52539,4.99
225,20130210,20130222,20130217,22055,6.9223,SO52539,8.99
477,20130210,20130222,20130217,14582,1.8663,SO52540,4.99
478,20130210,20130222,20130217,14582,3.7363,SO52540,9.99
476,20130210,20130222,20130217,28631,26.1763,SO52541,69.99
237,20130210,20130222,20130217,28631,38.4923,SO52541,49.99
465,20130210,20130222,20130217,28631,9.1593,SO52541,24.49
225,20130210,20130222,20130217,28101,6.9223,SO52542,8.99
474,20130210,20130222,20130217,28101,26.1763,SO52542,69.99
476,20130210,20130222,20130217,14359,26.1763,SO52543,69.99
481,20130210,20130222,20130217,14359,3.3623,SO52543,8.99
477,20130210,20130222,20130217,23682,1.8663,SO52544,4.99
487,20130210,20130222,20130217,23682,20.5663,SO52544,54.99
528,20130210,20130222,20130217,14901,1.8663,SO52545,4.99
480,20130210,20130222,20130217,14901,0.8565,SO52545,2.29
528,20130210,20130222,20130217,24415,1.8663,SO52546,4.99
528,20130210,20130222,20130217,14644,1.8663,SO52547,4.99
480,20130210,20130222,20130217,14644,0.8565,SO52547,2.29
485,20130210,20130222,20130217,18145,8.2205,SO52548,21.98
228,20130210,20130222,20130217,18145,38.4923,SO52548,49.99
477,20130210,20130222,20130217,19277,1.8663,SO52549,4.99
222,20130210,20130222,20130217,19277,13.0863,SO52549,34.99
478,20130210,20130222,20130217,13596,3.7363,SO52550,9.99
529,20130210,20130222,20130217,21003,1.4923,SO52551,3.99
538,20130210,20130222,20130217,21003,8.0373,SO52551,21.49
465,20130210,20130222,20130217,21003,9.1593,SO52551,24.49
541,20130210,20130222,20130217,14156,10.8423,SO52552,28.99
530,20130210,20130222,20130217,14156,1.8663,SO52552,4.99
529,20130210,20130222,20130217,25547,1.4923,SO52553,3.99
529,20130210,20130222,20130217,27002,1.4923,SO52554,3.99
217,20130210,20130222,20130217,27002,13.0863,SO52554,34.99
530,20130210,20130222,20130217,14814,1.8663,SO52555,4.99
541,20130210,20130222,20130217,14814,10.8423,SO52555,28.99
541,20130210,20130222,20130217,11404,10.8423,SO52556,28.99
530,20130210,20130222,20130217,11404,1.8663,SO52556,4.99
530,20130210,20130222,20130217,17786,1.8663,SO52557,4.99
214,20130210,20130222,20130217,17786,13.0863,SO52557,34.99
537,20130210,20130222,20130217,11065,13.09,SO52558,35.00
480,20130210,20130222,20130217,11065,0.8565,SO52558,2.29
486,20130210,20130222,20130217,11065,59.466,SO52558,159.00
530,20130210,20130222,20130217,12837,1.8663,SO52559,4.99
528,20130210,20130222,20130217,11231,1.8663,SO52560,4.99
537,20130210,20130222,20130217,11231,13.09,SO52560,35.00
485,20130210,20130222,20130217,11231,8.2205,SO52560,21.98
537,20130210,20130222,20130217,11500,13.09,SO52561,35.00
528,20130210,20130222,20130217,11500,1.8663,SO52561,4.99
217,20130210,20130222,20130217,11500,13.0863,SO52561,34.99
481,20130210,20130222,20130217,11500,3.3623,SO52561,8.99
485,20130210,20130222,20130217,13275,8.2205,SO52562,21.98
485,20130210,20130222,20130217,18986,8.2205,SO52563,21.98
217,20130210,20130222,20130217,18986,13.0863,SO52563,34.99
231,20130210,20130222,20130217,12367,38.4923,SO52564,49.99
353,20130210,20130222,20130217,11831,1265.6195,SO52565,2319.99
217,20130210,20130222,20130217,11831,13.0863,SO52565,34.99
361,20130210,20130222,20130217,11227,1251.9813,SO52566,2294.99
485,20130210,20130222,20130217,11227,8.2205,SO52566,21.98
477,20130210,20130222,20130217,11227,1.8663,SO52566,4.99
478,20130210,20130222,20130217,11227,3.7363,SO52566,9.99
355,20130210,20130222,20130217,11329,1265.6195,SO52567,2319.99
605,20130210,20130222,20130217,26667,343.6496,SO52568,539.99
479,20130210,20130222,20130217,26667,3.3623,SO52568,8.99
477,20130210,20130222,20130217,26667,1.8663,SO52568,4.99
491,20130210,20130222,20130217,26667,41.5723,SO52568,53.99
606,20130210,20130222,20130217,19766,343.6496,SO52569,539.99
477,20130210,20130222,20130217,19766,1.8663,SO52569,4.99
479,20130210,20130222,20130217,19766,3.3623,SO52569,8.99
214,20130210,20130222,20130217,19766,13.0863,SO52569,34.99
584,20130210,20130222,20130217,21647,343.6496,SO52570,539.99
479,20130210,20130222,20130217,21647,3.3623,SO52570,8.99
477,20130210,20130222,20130217,21647,1.8663,SO52570,4.99
487,20130210,20130222,20130217,21647,20.5663,SO52570,54.99
390,20130210,20130222,20130217,19402,713.0798,SO52571,1120.49
479,20130210,20130222,20130217,19402,3.3623,SO52571,8.99
477,20130210,20130222,20130217,19402,1.8663,SO52571,4.99
483,20130210,20130222,20130217,19402,44.88,SO52571,120.00
388,20130210,20130222,20130217,19529,713.0798,SO52572,1120.49
479,20130210,20130222,20130217,19529,3.3623,SO52572,8.99
477,20130210,20130222,20130217,19529,1.8663,SO52572,4.99
222,20130210,20130222,20130217,19529,13.0863,SO52572,34.99
584,20130210,20130222,20130217,25616,343.6496,SO52573,539.99
606,20130210,20130222,20130217,21030,343.6496,SO52574,539.99
605,20130210,20130222,20130217,21061,343.6496,SO52575,539.99
479,20130210,20130222,20130217,21061,3.3623,SO52575,8.99
477,20130210,20130222,20130217,21061,1.8663,SO52575,4.99
490,20130210,20130222,20130217,21061,41.5723,SO52575,53.99
576,20130210,20130222,20130217,14940,1481.9379,SO52576,2384.07
214,20130210,20130222,20130217,14940,13.0863,SO52576,34.99
355,20130211,20130223,20130218,11346,1265.6195,SO52577,2319.99
528,20130211,20130223,20130218,11346,1.8663,SO52577,4.99
537,20130211,20130223,20130218,11346,13.09,SO52577,35.00
217,20130211,20130223,20130218,11346,13.0863,SO52577,34.99
228,20130211,20130223,20130218,11346,38.4923,SO52577,49.99
482,20130211,20130223,20130218,11346,3.3623,SO52577,8.99
217,20130211,20130223,20130218,11961,13.0863,SO52578,34.99
535,20130211,20130223,20130218,11098,9.3463,SO52579,24.99
528,20130211,20130223,20130218,11098,1.8663,SO52579,4.99
539,20130211,20130223,20130218,15216,9.3463,SO52580,24.99
480,20130211,20130223,20130218,15216,0.8565,SO52580,2.29
485,20130211,20130223,20130218,19570,8.2205,SO52581,21.98
478,20130211,20130223,20130218,19570,3.7363,SO52581,9.99
477,20130211,20130223,20130218,19570,1.8663,SO52581,4.99
482,20130211,20130223,20130218,19570,3.3623,SO52581,8.99
485,20130211,20130223,20130218,22924,8.2205,SO52582,21.98
478,20130211,20130223,20130218,22924,3.7363,SO52582,9.99
477,20130211,20130223,20130218,22924,1.8663,SO52582,4.99
488,20130211,20130223,20130218,22924,41.5723,SO52582,53.99
528,20130211,20130223,20130218,21254,1.8663,SO52583,4.99
214,20130211,20130223,20130218,21254,13.0863,SO52583,34.99
234,20130211,20130223,20130218,21254,38.4923,SO52583,49.99
528,20130211,20130223,20130218,25820,1.8663,SO52584,4.99
222,20130211,20130223,20130218,25820,13.0863,SO52584,34.99
481,20130211,20130223,20130218,25820,3.3623,SO52584,8.99
225,20130211,20130223,20130218,15018,6.9223,SO52585,8.99
529,20130211,20130223,20130218,16679,1.4923,SO52586,3.99
540,20130211,20130223,20130218,16679,12.1924,SO52586,32.60
222,20130211,20130223,20130218,16679,13.0863,SO52586,34.99
529,20130211,20130223,20130218,27729,1.4923,SO52587,3.99
482,20130211,20130223,20130218,27729,3.3623,SO52587,8.99
541,20130211,20130223,20130218,26599,10.8423,SO52588,28.99
540,20130211,20130223,20130218,25156,12.1924,SO52589,32.60
529,20130211,20130223,20130218,25156,1.4923,SO52589,3.99
478,20130211,20130223,20130218,21442,3.7363,SO52590,9.99
477,20130211,20130223,20130218,21442,1.8663,SO52590,4.99
477,20130211,20130223,20130218,18053,1.8663,SO52591,4.99
480,20130211,20130223,20130218,18053,0.8565,SO52591,2.29
477,20130211,20130223,20130218,17014,1.8663,SO52592,4.99
528,20130211,20130223,20130218,17369,1.8663,SO52593,4.99
480,20130211,20130223,20130218,17369,0.8565,SO52593,2.29
528,20130211,20130223,20130218,14468,1.8663,SO52594,4.99
480,20130211,20130223,20130218,14468,0.8565,SO52594,2.29
485,20130211,20130223,20130218,18926,8.2205,SO52595,21.98
478,20130211,20130223,20130218,18926,3.7363,SO52595,9.99
477,20130211,20130223,20130218,18926,1.8663,SO52595,4.99
487,20130211,20130223,20130218,18926,20.5663,SO52595,54.99
463,20130211,20130223,20130218,15112,9.1593,SO52596,24.49
475,20130211,20130223,20130218,15112,26.1763,SO52596,69.99
528,20130211,20130223,20130218,16563,1.8663,SO52597,4.99
481,20130211,20130223,20130218,16563,3.3623,SO52597,8.99
485,20130211,20130223,20130218,19826,8.2205,SO52598,21.98
228,20130211,20130223,20130218,19826,38.4923,SO52598,49.99
476,20130211,20130223,20130218,12506,26.1763,SO52599,69.99
228,20130211,20130223,20130218,12506,38.4923,SO52599,49.99
528,20130211,20130223,20130218,16568,1.8663,SO52600,4.99
536,20130211,20130223,20130218,16568,11.2163,SO52600,29.99
214,20130211,20130223,20130218,16568,13.0863,SO52600,34.99
477,20130211,20130223,20130218,23989,1.8663,SO52601,4.99
489,20130211,20130223,20130218,23989,41.5723,SO52601,53.99
538,20130211,20130223,20130218,28903,8.0373,SO52602,21.49
480,20130211,20130223,20130218,28903,0.8565,SO52602,2.29
538,20130211,20130223,20130218,25803,8.0373,SO52603,21.49
225,20130211,20130223,20130218,25803,6.9223,SO52603,8.99
529,20130211,20130223,20130218,22705,1.4923,SO52604,3.99
217,20130211,20130223,20130218,22705,13.0863,SO52604,34.99
529,20130211,20130223,20130218,11581,1.4923,SO52605,3.99
217,20130211,20130223,20130218,11581,13.0863,SO52605,34.99
529,20130211,20130223,20130218,26395,1.4923,SO52606,3.99
538,20130211,20130223,20130218,26395,8.0373,SO52606,21.49
485,20130211,20130223,20130218,16958,8.2205,SO52607,21.98
214,20130211,20130223,20130218,16958,13.0863,SO52607,34.99
463,20130211,20130223,20130218,16958,9.1593,SO52607,24.49
225,20130211,20130223,20130218,12567,6.9223,SO52608,8.99
589,20130211,20130223,20130218,13884,419.7784,SO52609,769.49
536,20130211,20130223,20130218,13884,11.2163,SO52609,29.99
528,20130211,20130223,20130218,13884,1.8663,SO52609,4.99
485,20130211,20130223,20130218,13884,8.2205,SO52609,21.98
222,20130211,20130223,20130218,13884,13.0863,SO52609,34.99
568,20130211,20130223,20130218,28678,461.4448,SO52610,742.35
479,20130211,20130223,20130218,28678,3.3623,SO52610,8.99
484,20130211,20130223,20130218,28678,2.9733,SO52610,7.95
384,20130211,20130223,20130218,18557,713.0798,SO52611,1120.49
231,20130211,20130223,20130218,18557,38.4923,SO52611,49.99
225,20130211,20130223,20130218,18557,6.9223,SO52611,8.99
386,20130211,20130223,20130218,22653,713.0798,SO52612,1120.49
479,20130211,20130223,20130218,22653,3.3623,SO52612,8.99
477,20130211,20130223,20130218,22653,1.8663,SO52612,4.99
490,20130211,20130223,20130218,22653,41.5723,SO52612,53.99
584,20130211,20130223,20130218,25701,343.6496,SO52613,539.99
529,20130211,20130223,20130218,25701,1.4923,SO52613,3.99
538,20130211,20130223,20130218,25701,8.0373,SO52613,21.49
222,20130211,20130223,20130218,25701,13.0863,SO52613,34.99
606,20130211,20130223,20130218,21033,343.6496,SO52614,539.99
477,20130211,20130223,20130218,21033,1.8663,SO52614,4.99
479,20130211,20130223,20130218,21033,3.3623,SO52614,8.99
357,20130212,20130224,20130219,11432,1265.6195,SO52615,2319.99
478,20130212,20130224,20130219,11432,3.7363,SO52615,9.99
353,20130212,20130224,20130219,11485,1265.6195,SO52616,2319.99
478,20130212,20130224,20130219,11485,3.7363,SO52616,9.99
477,20130212,20130224,20130219,11485,1.8663,SO52616,4.99
473,20130212,20130224,20130219,11485,23.749,SO52616,63.50
477,20130212,20130224,20130219,11957,1.8663,SO52617,4.99
479,20130212,20130224,20130219,11957,3.3623,SO52617,8.99
222,20130212,20130224,20130219,11957,13.0863,SO52617,34.99
536,20130212,20130224,20130219,16166,11.2163,SO52618,29.99
528,20130212,20130224,20130219,16166,1.8663,SO52618,4.99
217,20130212,20130224,20130219,16166,13.0863,SO52618,34.99
536,20130212,20130224,20130219,15031,11.2163,SO52619,29.99
480,20130212,20130224,20130219,15031,0.8565,SO52619,2.29
485,20130212,20130224,20130219,17381,8.2205,SO52620,21.98
484,20130212,20130224,20130219,17381,2.9733,SO52620,7.95
486,20130212,20130224,20130219,17381,59.466,SO52620,159.00
477,20130212,20130224,20130219,29290,1.8663,SO52621,4.99
490,20130212,20130224,20130219,17070,41.5723,SO52622,53.99
490,20130212,20130224,20130219,17238,41.5723,SO52623,53.99
222,20130212,20130224,20130219,14008,13.0863,SO52624,34.99
595,20130212,20130224,20130219,14848,308.2179,SO52625,564.99
529,20130212,20130224,20130219,11019,1.4923,SO52626,3.99
539,20130212,20130224,20130219,11019,9.3463,SO52626,24.99
482,20130212,20130224,20130219,11019,3.3623,SO52626,8.99
528,20130212,20130224,20130219,24930,1.8663,SO52627,4.99
535,20130212,20130224,20130219,24930,9.3463,SO52627,24.99
222,20130212,20130224,20130219,24930,13.0863,SO52627,34.99
529,20130212,20130224,20130219,24777,1.4923,SO52628,3.99
540,20130212,20130224,20130219,24777,12.1924,SO52628,32.60
214,20130212,20130224,20130219,24777,13.0863,SO52628,34.99
535,20130212,20130224,20130219,20104,9.3463,SO52629,24.99
480,20130212,20130224,20130219,20104,0.8565,SO52629,2.29
536,20130212,20130224,20130219,23502,11.2163,SO52630,29.99
480,20130212,20130224,20130219,23502,0.8565,SO52630,2.29
478,20130212,20130224,20130219,21715,3.7363,SO52631,9.99
477,20130212,20130224,20130219,21715,1.8663,SO52631,4.99
478,20130212,20130224,20130219,21574,3.7363,SO52632,9.99
477,20130212,20130224,20130219,21574,1.8663,SO52632,4.99
217,20130212,20130224,20130219,21574,13.0863,SO52632,34.99
467,20130212,20130224,20130219,21574,9.1593,SO52632,24.49
228,20130212,20130224,20130219,21574,38.4923,SO52632,49.99
478,20130212,20130224,20130219,15559,3.7363,SO52633,9.99
477,20130212,20130224,20130219,15559,1.8663,SO52633,4.99
477,20130212,20130224,20130219,11330,1.8663,SO52634,4.99
478,20130212,20130224,20130219,11330,3.7363,SO52634,9.99
477,20130212,20130224,20130219,12919,1.8663,SO52635,4.99
467,20130212,20130224,20130219,12919,9.1593,SO52635,24.49
214,20130212,20130224,20130219,12919,13.0863,SO52635,34.99
528,20130212,20130224,20130219,14916,1.8663,SO52636,4.99
485,20130212,20130224,20130219,14916,8.2205,SO52636,21.98
528,20130212,20130224,20130219,14507,1.8663,SO52637,4.99
217,20130212,20130224,20130219,14507,13.0863,SO52637,34.99
485,20130212,20130224,20130219,18055,8.2205,SO52638,21.98
477,20130212,20130224,20130219,18055,1.8663,SO52638,4.99
478,20130212,20130224,20130219,18055,3.7363,SO52638,9.99
528,20130212,20130224,20130219,16057,1.8663,SO52639,4.99
217,20130212,20130224,20130219,16057,13.0863,SO52639,34.99
528,20130212,20130224,20130219,16454,1.8663,SO52640,4.99
214,20130212,20130224,20130219,16454,13.0863,SO52640,34.99
539,20130212,20130224,20130219,19262,9.3463,SO52641,24.99
537,20130212,20130224,20130219,14707,13.09,SO52642,35.00
480,20130212,20130224,20130219,14707,0.8565,SO52642,2.29
536,20130212,20130224,20130219,12295,11.2163,SO52643,29.99
528,20130212,20130224,20130219,12295,1.8663,SO52643,4.99
480,20130212,20130224,20130219,12295,0.8565,SO52643,2.29
484,20130212,20130224,20130219,12295,2.9733,SO52643,7.95
529,20130212,20130224,20130219,28402,1.4923,SO52644,3.99
540,20130212,20130224,20130219,28402,12.1924,SO52644,32.60
222,20130212,20130224,20130219,28402,13.0863,SO52644,34.99
528,20130212,20130224,20130219,17637,1.8663,SO52645,4.99
535,20130212,20130224,20130219,17637,9.3463,SO52645,24.99
483,20130212,20130224,20130219,17637,44.88,SO52645,120.00
529,20130212,20130224,20130219,26401,1.4923,SO52646,3.99
217,20130212,20130224,20130219,26401,13.0863,SO52646,34.99
529,20130212,20130224,20130219,20940,1.4923,SO52647,3.99
214,20130212,20130224,20130219,20940,13.0863,SO52647,34.99
541,20130212,20130224,20130219,28450,10.8423,SO52648,28.99
530,20130212,20130224,20130219,28450,1.8663,SO52648,4.99
214,20130212,20130224,20130219,28450,13.0863,SO52648,34.99
537,20130212,20130224,20130219,11081,13.09,SO52649,35.00
480,20130212,20130224,20130219,11081,0.8565,SO52649,2.29
537,20130212,20130224,20130219,11724,13.09,SO52650,35.00
528,20130212,20130224,20130219,11724,1.8663,SO52650,4.99
480,20130212,20130224,20130219,11724,0.8565,SO52650,2.29
528,20130212,20130224,20130219,13318,1.8663,SO52651,4.99
537,20130212,20130224,20130219,13318,13.09,SO52651,35.00
484,20130212,20130224,20130219,13318,2.9733,SO52651,7.95
537,20130212,20130224,20130219,11923,13.09,SO52652,35.00
485,20130212,20130224,20130219,14339,8.2205,SO52653,21.98
478,20130212,20130224,20130219,14339,3.7363,SO52653,9.99
477,20130212,20130224,20130219,14339,1.8663,SO52653,4.99
214,20130212,20130224,20130219,14339,13.0863,SO52653,34.99
485,20130212,20130224,20130219,16870,8.2205,SO52654,21.98
487,20130212,20130224,20130219,16870,20.5663,SO52654,54.99
478,20130212,20130224,20130219,12716,3.7363,SO52655,9.99
477,20130212,20130224,20130219,12716,1.8663,SO52655,4.99
473,20130212,20130224,20130219,12716,23.749,SO52655,63.50
485,20130212,20130224,20130219,13153,8.2205,SO52656,21.98
222,20130212,20130224,20130219,13153,13.0863,SO52656,34.99
237,20130212,20130224,20130219,13153,38.4923,SO52656,49.99
357,20130212,20130224,20130219,11817,1265.6195,SO52657,2319.99
357,20130212,20130224,20130219,11825,1265.6195,SO52658,2319.99
480,20130212,20130224,20130219,11825,0.8565,SO52658,2.29
572,20130212,20130224,20130219,25743,461.4448,SO52659,742.35
214,20130212,20130224,20130219,25743,13.0863,SO52659,34.99
225,20130212,20130224,20130219,25743,6.9223,SO52659,8.99
590,20130212,20130224,20130219,16663,419.7784,SO52660,769.49
475,20130212,20130224,20130219,16663,26.1763,SO52660,69.99
491,20130212,20130224,20130219,16663,41.5723,SO52660,53.99
568,20130212,20130224,20130219,28769,461.4448,SO52661,742.35
225,20130212,20130224,20130219,28769,6.9223,SO52661,8.99
560,20130212,20130224,20130219,23209,755.1508,SO52662,1214.85
225,20130212,20130224,20130219,23209,6.9223,SO52662,8.99
560,20130212,20130224,20130219,25096,755.1508,SO52663,1214.85
479,20130212,20130224,20130219,25096,3.3623,SO52663,8.99
477,20130212,20130224,20130219,25096,1.8663,SO52663,4.99
484,20130212,20130224,20130219,25096,2.9733,SO52663,7.95
578,20130212,20130224,20130219,23164,755.1508,SO52664,1214.85
477,20130212,20130224,20130219,23164,1.8663,SO52664,4.99
479,20130212,20130224,20130219,23164,3.3623,SO52664,8.99
384,20130212,20130224,20130219,19451,713.0798,SO52665,1120.49
228,20130212,20130224,20130219,19451,38.4923,SO52665,49.99
382,20130212,20130224,20130219,26985,713.0798,SO52666,1120.49
217,20130212,20130224,20130219,26985,13.0863,SO52666,34.99
225,20130212,20130224,20130219,26985,6.9223,SO52666,8.99
482,20130212,20130224,20130219,27953,3.3623,SO52667,8.99
584,20130212,20130224,20130219,27953,343.6496,SO52667,539.99
561,20130212,20130224,20130219,27821,1481.9379,SO52668,2384.07
214,20130212,20130224,20130219,27821,13.0863,SO52668,34.99
225,20130212,20130224,20130219,27821,6.9223,SO52668,8.99
577,20130212,20130224,20130219,12277,755.1508,SO52669,1214.85
479,20130212,20130224,20130219,12277,3.3623,SO52669,8.99
477,20130212,20130224,20130219,12277,1.8663,SO52669,4.99
225,20130212,20130224,20130219,12277,6.9223,SO52669,8.99
376,20130213,20130225,20130220,18483,1554.9479,SO52670,2443.35
217,20130213,20130225,20130220,18483,13.0863,SO52670,34.99
355,20130213,20130225,20130220,11425,1265.6195,SO52671,2319.99
537,20130213,20130225,20130220,11425,13.09,SO52671,35.00
528,20130213,20130225,20130220,11425,1.8663,SO52671,4.99
485,20130213,20130225,20130220,11425,8.2205,SO52671,21.98
483,20130213,20130225,20130220,11425,44.88,SO52671,120.00
535,20130213,20130225,20130220,13613,9.3463,SO52672,24.99
480,20130213,20130225,20130220,13613,0.8565,SO52672,2.29
535,20130213,20130225,20130220,13120,9.3463,SO52673,24.99
463,20130213,20130225,20130220,13120,9.1593,SO52673,24.49
529,20130213,20130225,20130220,14859,1.4923,SO52674,3.99
539,20130213,20130225,20130220,14859,9.3463,SO52674,24.99
480,20130213,20130225,20130220,14859,0.8565,SO52674,2.29
485,20130213,20130225,20130220,18282,8.2205,SO52675,21.98
225,20130213,20130225,20130220,12012,6.9223,SO52676,8.99
540,20130213,20130225,20130220,14073,12.1924,SO52677,32.60
529,20130213,20130225,20130220,14073,1.4923,SO52677,3.99
480,20130213,20130225,20130220,14073,0.8565,SO52677,2.29
580,20130213,20130225,20130220,17086,1082.51,SO52678,1700.99
234,20130213,20130225,20130220,17086,38.4923,SO52678,49.99
580,20130213,20130225,20130220,21092,1082.51,SO52679,1700.99
539,20130213,20130225,20130220,21092,9.3463,SO52679,24.99
480,20130213,20130225,20130220,21092,0.8565,SO52679,2.29
588,20130213,20130225,20130220,16405,419.7784,SO52680,769.49
231,20130213,20130225,20130220,16405,38.4923,SO52680,49.99
225,20130213,20130225,20130220,11703,6.9223,SO52681,8.99
488,20130213,20130225,20130220,11703,41.5723,SO52681,53.99
480,20130213,20130225,20130220,11142,0.8565,SO52682,2.29
530,20130213,20130225,20130220,11845,1.8663,SO52683,4.99
222,20130213,20130225,20130220,11845,13.0863,SO52683,34.99
538,20130213,20130225,20130220,26480,8.0373,SO52684,21.49
480,20130213,20130225,20130220,26480,0.8565,SO52684,2.29
530,20130213,20130225,20130220,27192,1.8663,SO52685,4.99
541,20130213,20130225,20130220,27192,10.8423,SO52685,28.99
529,20130213,20130225,20130220,28049,1.4923,SO52686,3.99
538,20130213,20130225,20130220,28049,8.0373,SO52686,21.49
480,20130213,20130225,20130220,28049,0.8565,SO52686,2.29
541,20130213,20130225,20130220,13268,10.8423,SO52687,28.99
530,20130213,20130225,20130220,13268,1.8663,SO52687,4.99
217,20130213,20130225,20130220,13268,13.0863,SO52687,34.99
541,20130213,20130225,20130220,26551,10.8423,SO52688,28.99
529,20130213,20130225,20130220,24292,1.4923,SO52689,3.99
540,20130213,20130225,20130220,24292,12.1924,SO52689,32.60
480,20130213,20130225,20130220,24292,0.8565,SO52689,2.29
536,20130213,20130225,20130220,23289,11.2163,SO52690,29.99
528,20130213,20130225,20130220,23289,1.8663,SO52690,4.99
540,20130213,20130225,20130220,24952,12.1924,SO52691,32.60
529,20130213,20130225,20130220,24952,1.4923,SO52691,3.99
222,20130213,20130225,20130220,24952,13.0863,SO52691,34.99
478,20130213,20130225,20130220,21630,3.7363,SO52692,9.99
477,20130213,20130225,20130220,21630,1.8663,SO52692,4.99
476,20130213,20130225,20130220,20334,26.1763,SO52693,69.99
477,20130213,20130225,20130220,17165,1.8663,SO52694,4.99
528,20130213,20130225,20130220,23449,1.8663,SO52695,4.99
480,20130213,20130225,20130220,23449,0.8565,SO52695,2.29
528,20130213,20130225,20130220,15158,1.8663,SO52696,4.99
217,20130213,20130225,20130220,15158,13.0863,SO52696,34.99
528,20130213,20130225,20130220,22739,1.8663,SO52697,4.99
480,20130213,20130225,20130220,22739,0.8565,SO52697,2.29
539,20130213,20130225,20130220,19247,9.3463,SO52698,24.99
537,20130213,20130225,20130220,15461,13.09,SO52699,35.00
528,20130213,20130225,20130220,15461,1.8663,SO52699,4.99
217,20130213,20130225,20130220,15461,13.0863,SO52699,34.99
225,20130213,20130225,20130220,15461,6.9223,SO52699,8.99
476,20130213,20130225,20130220,13499,26.1763,SO52700,69.99
472,20130213,20130225,20130220,13499,23.749,SO52700,63.50
540,20130213,20130225,20130220,12869,12.1924,SO52701,32.60
475,20130213,20130225,20130220,28737,26.1763,SO52702,69.99
477,20130213,20130225,20130220,22559,1.8663,SO52703,4.99
539,20130213,20130225,20130220,16418,9.3463,SO52704,24.99
480,20130213,20130225,20130220,16418,0.8565,SO52704,2.29
538,20130213,20130225,20130220,12260,8.0373,SO52705,21.49
480,20130213,20130225,20130220,12260,0.8565,SO52705,2.29
486,20130213,20130225,20130220,12260,59.466,SO52705,159.00
538,20130213,20130225,20130220,25719,8.0373,SO52706,21.49
529,20130213,20130225,20130220,25719,1.4923,SO52706,3.99
214,20130213,20130225,20130220,25719,13.0863,SO52706,34.99
530,20130213,20130225,20130220,15052,1.8663,SO52707,4.99
480,20130213,20130225,20130220,15052,0.8565,SO52707,2.29
537,20130213,20130225,20130220,11176,13.09,SO52708,35.00
485,20130213,20130225,20130220,11176,8.2205,SO52708,21.98
482,20130213,20130225,20130220,11176,3.3623,SO52708,8.99
537,20130213,20130225,20130220,11198,13.09,SO52709,35.00
537,20130213,20130225,20130220,12040,13.09,SO52710,35.00
528,20130213,20130225,20130220,12040,1.8663,SO52710,4.99
480,20130213,20130225,20130220,12040,0.8565,SO52710,2.29
485,20130213,20130225,20130220,13349,8.2205,SO52711,21.98
485,20130213,20130225,20130220,16910,8.2205,SO52712,21.98
237,20130213,20130225,20130220,16910,38.4923,SO52712,49.99
225,20130213,20130225,20130220,12568,6.9223,SO52713,8.99
599,20130213,20130225,20130220,18990,294.5797,SO52714,539.99
485,20130213,20130225,20130220,18990,8.2205,SO52714,21.98
376,20130213,20130225,20130220,22893,1554.9479,SO52715,2443.35
540,20130213,20130225,20130220,22893,12.1924,SO52715,32.60
480,20130213,20130225,20130220,22893,0.8565,SO52715,2.29
361,20130213,20130225,20130220,11834,1251.9813,SO52716,2294.99
217,20130213,20130225,20130220,11834,13.0863,SO52716,34.99
582,20130213,20130225,20130220,14011,1082.51,SO52717,1700.99
467,20130213,20130225,20130220,14011,9.1593,SO52717,24.49
214,20130213,20130225,20130220,14011,13.0863,SO52717,34.99
581,20130213,20130225,20130220,14125,1082.51,SO52718,1700.99
575,20130213,20130225,20130220,28326,1481.9379,SO52719,2384.07
541,20130213,20130225,20130220,28326,10.8423,SO52719,28.99
465,20130213,20130225,20130220,28326,9.1593,SO52719,24.49
530,20130213,20130225,20130220,28326,1.8663,SO52719,4.99
605,20130213,20130225,20130220,27910,343.6496,SO52720,539.99
222,20130213,20130225,20130220,27910,13.0863,SO52720,34.99
577,20130213,20130225,20130220,25097,755.1508,SO52721,1214.85
488,20130213,20130225,20130220,25097,41.5723,SO52721,53.99
562,20130213,20130225,20130220,24662,1481.9379,SO52722,2384.07
222,20130213,20130225,20130220,24662,13.0863,SO52722,34.99
231,20130213,20130225,20130220,24662,38.4923,SO52722,49.99
463,20130213,20130225,20130220,24662,9.1593,SO52722,24.49
605,20130213,20130225,20130220,21648,343.6496,SO52723,539.99
225,20130213,20130225,20130220,21648,6.9223,SO52723,8.99
390,20130213,20130225,20130220,22640,713.0798,SO52724,1120.49
539,20130213,20130225,20130220,22640,9.3463,SO52724,24.99
